created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-10 16:11:44+00:00,You sure ! Is it over ? Have all Indians already been saved as on date ? https://t.co/fp3hxoU5Fx,JohriGunjan,India,Just another Indian citizen.,1345,925,12315,False,No Value Mentioned
2020-05-10 16:11:45+00:00,"@CMOMaharashtra Breaking: The Indian Railways will gradually restart passenger train operations from May 12, initially with 15 pairs of trains (30 return journeys), it announced. These trains will be run as special trains from New Delhi connecting 15 important cities.
#IndianRailways 
#COVID19 https://t.co/LPuRuSzgZi",legal_leopards,India 🇮🇳 ,"THE LEGAL LEOPARDS is an independent digital news Platform only 
Legally Rooted legal fact, RT is not an endorsement.
https://t.co/Vobor5Ztdl",227,204,1108,False,No Value Mentioned
2020-05-10 16:11:45+00:00,"RT @NYTHealth: They're calling it ""Covid toe"": painful red or purplish lesions may be a symptom of coronavirus infection in teens and young…",free2speakk,भारत/INDIA,"••◇I am No-Thing◇••
| Enco🤝urage Press Freedom | volunteer campaigner Press Freedom | Member at https://t.co/q6QQyzRyYy |  (✍Poet/Writer/Journalist)",379,1182,12631,False,"They're calling it ""Covid toe"": painful red or purplish lesions may be a symptom of coronavirus infection in teens and young adults, some experts say.  https://t.co/AaAfeOV1Yz"
2020-05-10 16:11:45+00:00,"RT @PIB_India: .@DRDO_India lab develops automated UV systems to sanitise electronic gadgets, papers and currency notes, passbooks, envelop…",PRITHVIRAJANS,"Tamil Nadu, India","Horticulturist, Banker,arts lover,Nationalist and a work in progress 😊",399,322,49240,False,".@DRDO_India lab develops automated UV systems to sanitise electronic gadgets, papers and currency notes, passbooks, envelopes, etc.

DRUVS cabinet is having contactless operation which is very important to contain the spread of #COVID19

Read more: https://t.co/M9ywaluvyh https://t.co/pk1WEgkVDD"
2020-05-10 16:11:45+00:00,RT @INCIndia: There is no clarity on whether the lockdown will continue post May 17. It would be right to give autonomy to state government…,puriyash41,"Bengaluru, India","Proud Hindu & Proud Congressi .
Tweets personal. RTs not endorsement.",3321,699,683559,False,"There is no clarity on whether the lockdown will continue post May 17. It would be right to give autonomy to state governments to run their own economic activities within the States: Chhattisgarh CM Shri @bhupeshbaghel writes to the PM. 

https://t.co/I9ddEOzPFf"
2020-05-10 16:11:45+00:00,RT @_sayema: Mohd Aamir spent 14yrs in prison as a result of being framed in a wrong case. His book ‘Framed as a terrorist’ is an eye-opene…,ahmad_sayeem,Gurgaon India ,No Value Mentioned,1037,1334,35344,False,"Mohd Aamir spent 14yrs in prison as a result of being framed in a wrong case. His book ‘Framed as a terrorist’ is an eye-opener. 
https://t.co/NvsGKaXcHn"
2020-05-10 16:11:46+00:00,"RT @AskAnshul: Bangladesh during Covid-19 lockdown :

1. A local leader Kamrul refused to distribute aid to needy Hindus in Sylhet.

2. A H…",deepakgalaniin,"Dongar Parasia, India",nation first जय हिंद की सेना 🇮🇳🇮🇳,1710,2247,35671,False,"Bangladesh during Covid-19 lockdown :

1. A local leader Kamrul refused to distribute aid to needy Hindus in Sylhet.

2. A Hindu girl Protima Rani Roy was abducted &amp; forcefully converted in Nilphamari.

3. Hindu temples or idols vandalized in:
- Patuakhali.
- Bogra.
- Netrokona."
2020-05-10 16:11:47+00:00,RT @ShawnInArizona: Waiting in line at the store when a older gentleman sees my mask &amp; mockingly asks me if he should be afraid of the zomb…,turbogooch,"Indiana, USA",Liberal. Democratic Socialist. Atheist. Married. Childfree. Quiet lurker and serial retweeter. Ask me about my dachshund. Will send nudes for Sorosbucks.,3935,4916,10928,False,"Waiting in line at the store when a older gentleman sees my mask &amp; mockingly asks me if he should be afraid of the zombie outbreak

I said ""nah man, I think you're pretty safe when it comes to zombies""

He didn't get it, but the cashier did &amp; she almost fell out 😁"
2020-05-10 16:11:49+00:00,RT @AseemRuhel: The Legitimate ruler of princely state of Jammu and Kashmir signed and accepted the accession with India which Pakistan ref…,pratap_navneet,Belongs to India,"सही को सही और ग़लत को ग़लत कहने की क्षमता रखता हूं एक सच्चा देशभक्त हूं मैं, clear & +ve mindset",83,150,6500,False,"The Legitimate ruler of princely state of Jammu and Kashmir signed and accepted the accession with India which Pakistan refused to accept to this day. Pakistan attacked and captured part of Jammu &amp; Kashmir region including Chitral Gilgit Baltistan and Kashmir.
#COVID #Covid_19 https://t.co/Q5fOlzMiC9"
2020-05-10 16:11:50+00:00,RT @Iyervval: A hindu child was kidnapped. Police cited “lockdown” &amp; it took days of outraging by Hindus to force them to act despite knowi…,theMuteSoldier,India,"Change is the only Constant.                                            
Retweets does not mean endorsement.",1880,1884,27870,False,"A hindu child was kidnapped. Police cited “lockdown” &amp; it took days of outraging by Hindus to force them to act despite knowing her location

A MINORITY Jain baker advertised he had no Muslim staff. He was arrested within hours of outraging by jihadis

#SabkaSaathSabkaVikas"
2020-05-10 16:11:51+00:00,RT @the_hindu: #Assam Health Minister Himanta Biswa Sarma on May 10 said an ambulance driver who tested positive for COVID-19 was allowed t…,parambeer,India,Fan#Kalam/Dhoni/Dravid/Obama/ Raghuram/Ravish#Pahadi/Nature lover,960,2643,187509,False,"#Assam Health Minister Himanta Biswa Sarma on May 10 said an ambulance driver who tested positive for COVID-19 was allowed to leave for #Mumbai as he was asymptomatic, drawing flak from netizens on his social media accounts.
https://t.co/yozjwGeBg4"
2020-05-10 16:11:52+00:00,"RT @BJP4India: India has taken 101 days to cross 60K #COVID cases whereas smaller countries like UK, Italy, Spain, Germany and US had taken…",KKNath26,"Kolkata, India","Civil Engineer. 🏏 Cricket & Football ⚽ Analysis. Supporter of @narendramodi, @realdonaldtrump, @BCCI, @ICC, @IPL, @BJP4India, @WhiteHouse, @FCBarcelona, @ANI",1462,159,408202,False,"India has taken 101 days to cross 60K #COVID cases whereas smaller countries like UK, Italy, Spain, Germany and US had taken 40-65 days to report the same figures.

India’s proactive and firm measures taken under the leadership of PM @narendramodi have saved us from the worst! https://t.co/njGo8Nyp5U"
2020-05-10 16:11:52+00:00,"This could be much more practical application in fighting #COVID19 
https://t.co/k6B0Zxf5sK",vijendra1125,"Bangalore, India",Software Engineer | IIT Madras |  Deep Learning | Computer Vision | ADAS,66,16,359,False,No Value Mentioned
2020-05-10 16:11:53+00:00,@ric_2009_j @AparBharat I can't because I don't have COVID. I'll be on the look out though😆,vishuluk_s,"Hyderabad, India",Belong to a Dynasty of followers !  RTs are endorsements.,106,159,24940,False,No Value Mentioned
2020-05-10 16:11:54+00:00,RT @ArvindKejriwal: Salute to Dr Majeed who put his life to risk to save a corona patient. We r sooo proud of such doctors. Thank u and God…,EHSANOZAMA63,"New Delhi, India",stay at home  (covid-19 ) jaan hai to jahan hai.  we love honest people,1697,5002,20853,False,"Salute to Dr Majeed who put his life to risk to save a corona patient. We r sooo proud of such doctors. Thank u and God bless u Doc!

Delhi doctor takes off safety gear to help critical patient | Delhi News - Times of India https://t.co/tknR3TCGBT"
2020-05-10 16:11:54+00:00,"RT @DonaldJTrumpJr: Kushner, Doctor Push Back On New York Times Hit Piece On Coronavirus Volunteers | The Daily Wire https://t.co/2JYIbAPGQh",Imrajeshpagolu,"Hyderabad, India",No Value Mentioned,0,19,820,False,"Kushner, Doctor Push Back On New York Times Hit Piece On Coronavirus Volunteers | The Daily Wire https://t.co/2JYIbAPGQh"
2020-05-10 16:11:55+00:00,"RT @bbusa617: Coronavirus hype biggest political hoax in history https://t.co/IZWz9MBw1x

Q Drop 4073.. 5/2/20

WASHINGTON TIMES  ""COVID-19…",DBurton3,INDIANA,"#MILITARY #VETS🇺🇸 
 #JESUSCHRISTISKING #TRUMPTRAIN🚂 #MAGA #HOOSIERTRUMPERS #GENERALFLYNN
#BUILDTHEWALL  #BACKTHEBLUE👮.  #MARRIED❤️",17224,17333,86204,False,"Coronavirus hype biggest political hoax in history https://t.co/IZWz9MBw1x

Q Drop 4073.. 5/2/20

WASHINGTON TIMES  ""COVID-19 will go down as one of the political world’s biggest, most shamefully overblown, overhyped, overly inflated to a health matter in American history""...."
2020-05-10 16:11:57+00:00,"RT @joncoopertweets: BREAKING: The coronavirus is much more widespread among members of the Secret Service than previously revealed, with 1…",jayci63,"Indiana, USA",#Resist #RightMatters #GunSenseNow #MSWarrior #BLM Firearm owning Democrat #ClimateCrisis #JoeBiden2020 #VoteBlueToSaveAmerica #BrainTumorSurvivor,13412,13317,135657,False,"BREAKING: The coronavirus is much more widespread among members of the Secret Service than previously revealed, with 11 active cases, 23 who have recovered, and 60 members currently in self-isolation."
2020-05-10 16:11:58+00:00,"RT @Tapiocazm: Has BJP done any similar analysis of #covid yet? Time, energy and money are going down the drain. Priority!",laijulazars,India,From Kochi | ദൈവത്തിന്റെ നാട് | Proud Indian | മലയാളി | Father of two |അച്ചായൻ | Travel | Books |Movies | Classy Followers |97% Followback 🇮🇳 @taxidigroup,14593,11161,39056,False,"Has BJP done any similar analysis of #covid yet? Time, energy and money are going down the drain. Priority! https://t.co/sAkUHs0Bcc"
2020-05-10 16:11:59+00:00,RT @INDems: A study is projecting a 543% increase in COVID-19 deaths as Indiana reopens.,phosphor112,Indiana,"Love games, life, & unapologetic Leftist. Potty-mouthed political advocate. I'm a clinical apps & PACS admin @ work. Community over self.",457,268,37758,False,A study is projecting a 543% increase in COVID-19 deaths as Indiana reopens. https://t.co/JjbqSRVWZX
2020-05-10 16:11:59+00:00,"RT @SwellWines: #StayHome #cookinginquarantine #PolarVortex one day chill food Chicken, Pork &amp; Kielbasa Cassoulet paired with a favorite Po…",iamvkanand,"New Delhi, India",Global Travel Management- Lifeline of Business Travelers | Flights | Hotels | Visa Services | Don't take RTs Personal. Thoughts & Opinion are Pvt.|,302,1811,4167,False,"#StayHome #cookinginquarantine #PolarVortex one day chill food Chicken, Pork &amp; Kielbasa Cassoulet paired with a favorite Portuguese red from Joao Portugal Ramos of Tempranillo &amp; Petit Verdot offering deep dark currant &amp; plum fruit with cedar shaving accents. Goodbye cold! https://t.co/hBw1N2uYkR"
2020-05-10 16:11:59+00:00,"RT @ChrisMurphyCT: Good morning. 

In the middle of a pandemic that has killed nearly 80,000 Americans, a normal president would try to exp…",sebloom,Northeast Indiana,"Retired educator, public ed advocate, blogger. @NEIFPE, (@EdBlogNet), fan of pub schl teachers, & baseball. I wear #Red4Ed.",339,214,26422,False,"Good morning. 

In the middle of a pandemic that has killed nearly 80,000 Americans, a normal president would try to expand health insurance.

Donald Trump is in court right now trying to take health insurance away from 20 million of us. 

In the middle of a pandemic."
2020-05-10 16:12:02+00:00,"@NorbertElekes Everyone right now : Lockdown barbaad b.c.
@CarryMinati https://t.co/1ZoRlnsXfV",Paresh_official,"Ahmadabad City, India",|Tweets and RT are my Personal Opinions|,87,347,1128,False,No Value Mentioned
