created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-08 08:06:08+00:00,Respect https://t.co/dn5SXSE4lt,venu_bodyworks,"Mumbai,INDIA","Dietitian,Sports Nutritionist, Fitness Coach & Founder of Bodyworks*Weight Management Specialists.",368,797,1994,False,No Value Mentioned
2020-03-08 08:06:14+00:00,RT @elonmusk: The coronavirus panic is dumb,Maruthiraja7,"Tirunelveli, India",Ennam pol valzhai !! 🕉️🤘,32,192,797,False,The coronavirus panic is dumb
2020-03-08 08:06:16+00:00,RT @ExpressTechie: Adding to genuine fears around the #coronavirusoutbreak is a barrage of false information. And this is where five colleg…,MRoopchand143,India,Life ... 😌📸📽️😂📱💵😓🐦🎧...DON'T WISH ME,1559,484,1014100,False,"Adding to genuine fears around the #coronavirusoutbreak is a barrage of false information. And this is where five college students from Goa think their app will help. Read to know more..

https://t.co/RgikmPmUSn"
2020-03-08 08:06:16+00:00,"Protective measures for Corona virus(COVID-19): a. Wash your hands with soap and water frequently or use alcohol based hand rub b. Avoid touching your eyes, nose and mouth c. Cover your mouth while sneezing and coughing d. Do not spit in public e. Avoid close contact with anyone,",vinayak__singh,india ,"This is my official account.
Life is a battle field.
Never dream about success, work for it.
I can don't do everything but I do something.",2,67,478,False,No Value Mentioned
2020-03-08 08:06:28+00:00,Coronavirus and tackling misinformation- The New Indian Express https://t.co/HgUg1VLeC3,CatalystEprises,"Bengaluru, India","Catalyst Enterprise is a consultancy firm for one stop solution for Accounting, advisory, taxation services.",145,2000,1029,False,No Value Mentioned
2020-03-08 08:06:28+00:00,"RT @szymonkopec: Kids in Wuhan, who due to #COVID had to switch to homeschooling, bombarded their homework assigning app with 1* ratings, s…",rajshah24_12,"Mumbai,India","#NeverSettle
Brand Ambassador @oneplus @OnePlus_IN
x
@madebygoogle @realmemobiles 
Previously at @xiaomi @XiaomiIndia @tcookin @uber @Uber_India",214,2141,5458,False,"Kids in Wuhan, who due to #COVID had to switch to homeschooling, bombarded their homework assigning app with 1* ratings, so that it had to be removed from the App Store. Kudos 🧠🧐 https://t.co/x1ImoliaUA"
2020-03-08 08:06:35+00:00,"Outbreak of cholera in Bengaluru 
Pls stay away from outside foods 

,,@nimmasuresh @GovindKarjol @drashwathcn @",AdoorGurucharan,"Bengaluru South, India","Neurologist _ Brain and Spine,
Proud Tuluva , #Namo #RSS ,
Interested in Vedas and Astrology",66,203,495,False,No Value Mentioned
2020-03-08 08:06:38+00:00,"People please avoid online purchases of any items related from Korea China Taiwan , Japan etc as they may be cause of infections COVID-19 to you. Spread it as much as you can. Avoid going to movies and huge gathered places. Stay safe be healthy.",chaudharyjr,"Barmer, India","Civil engineer, trying to be a organic farmer, and understand trading & investing in market , views and retweet’s are personal & no endorsements .",406,782,1378,False,No Value Mentioned
2020-03-08 08:06:43+00:00,"RT @MinhazMerchant: Americans, Chinese &amp; Britons don’t obsess over their countries’ global image. Despite US record of slavery, war crimes…",shahhimanshu,Ahmedabad -Gujarat- India,1.Chief Mentor SOI LIVE Mktg & https://t.co/N803JkZ67w 2.Gen Sec EEMA 3.Gen Secretary RMAI 4.Managing Editor-SSS(News Agency)5. MD NGO https://t.co/kvKlIKpqHM,1371,529,2615,False,"Americans, Chinese &amp; Britons don’t obsess over their countries’ global image. Despite US record of slavery, war crimes &amp; racial profiling, China’s 1million Muslims detained in #Xinjiang &amp; Britain’s colonial crimes. Indians should do the right thing not worry what the world thinks"
2020-03-08 08:06:47+00:00,RT @LAMBO_MO_GOODS: New CDC Guidance Says Older Adults Should Stay At Home As Much As Possible' Due To Coronavirus - CNN https://t.co/ApqF1…,stockman1301,n.w.indiana,#I AM HOOKED ON STOCKMARKET!!!! I ALSO WANT TO SPREAD THE IMPORTANCE FOR UNITY IN THE WORLD.,2646,4805,28480,False,New CDC Guidance Says Older Adults Should Stay At Home As Much As Possible' Due To Coronavirus - CNN https://t.co/ApqF1ODSbv
2020-03-08 08:06:51+00:00,"RT @DishTV_India: International Women’s Day is considered an official holiday in 15 countries including China and Vietnam. Interesting!

#D…",Jyoti14300,"Greater Noida, India",🌱🌳➕⛲💧 👉 SAVE EARTH 🌍👉💓,995,1439,26819,False,"International Women’s Day is considered an official holiday in 15 countries including China and Vietnam. Interesting!

#DishkiyaonNaari #WomensDay2020"
2020-03-08 08:06:53+00:00,"RT @fox5sandiego: Search and rescue efforts continued Sunday after a hotel collapsed in southeastern China on Saturday, trapping about 70 p…",sys63597,India,Im a teeny weeny friendly neighbourhood Bot .Im programmed to RT(for now).When I grow up I want to be an AI n I like to RT and yes RT ≠ Endorsement. 🤖🤖🤖🇮🇳,1057,0,99477,False,"Search and rescue efforts continued Sunday after a hotel collapsed in southeastern China on Saturday, trapping about 70 people.​ https://t.co/w7V1WUu6Jx"
2020-03-08 08:06:59+00:00,"RT @Enigma7900: So i was at chemist store. A guy came to buy mask  and chemist said "" its for 290 rs"" 
The guy was like :
"" Rehne do, isse…",akshay990725,India,"Believe In Yourself... 
#FutureDoctor #Potterhead #PeeCeeManiac",46,148,5822,False,"So i was at chemist store. A guy came to buy mask  and chemist said "" its for 290 rs"" 
The guy was like :
"" Rehne do, isse sasta to corona pdega muje "" and he left! 😂😂"
2020-03-08 08:07:01+00:00,"RT @theworldindex: Bloomberg 2019 Healthiest Country Index:

1.🇪🇸Spain
2.🇮🇹Italy
3.🇮🇸Iceland
4.🇯🇵Japan
5.🇨🇭Switzerland
6.🇸🇪Sweden
7.🇦🇺Austr…",brajTheSinger,"Hathras, India",बस यूंही कुछ लिखता रहता हूं।,68,272,4602,False,"Bloomberg 2019 Healthiest Country Index:

1.🇪🇸Spain
2.🇮🇹Italy
3.🇮🇸Iceland
4.🇯🇵Japan
5.🇨🇭Switzerland
6.🇸🇪Sweden
7.🇦🇺Australia
8.🇸🇬Singapore
9.🇳🇴Norway
10.🇮🇱Israel

12.🇫🇷France
16.🇨🇦Canada
19.🇬🇧UK
23.🇩🇪Germany
35.🇺🇸US
37.🇶🇦Qatar
40.🇵🇱Poland
51.🇹🇷Turkey
52.🇨🇳China
53.🇲🇽Mexico"
2020-03-08 08:07:03+00:00,"RT @hvgoenka: Stay outside and you are afraid of Corona virus. 

Stay at work and you are afraid of  ‘Target pura Carona’.

Stay at home an…",shahhimanshu,Ahmedabad -Gujarat- India,1.Chief Mentor SOI LIVE Mktg & https://t.co/N803JkZ67w 2.Gen Sec EEMA 3.Gen Secretary RMAI 4.Managing Editor-SSS(News Agency)5. MD NGO https://t.co/kvKlIKpqHM,1371,529,2615,False,"Stay outside and you are afraid of Corona virus. 

Stay at work and you are afraid of  ‘Target pura Carona’.

Stay at home and you are afraid of  ‘Yeh Carona, Woh Carona’.

Life surely is difficult !"
2020-03-08 08:07:04+00:00,"Coronavirus Live Updates March 08: One tested positive in Tamil Nadu, Pan-India total to 40

#coronavirusoutbreak
#coronavirusindia
#coronavirusoutbreak

https://t.co/MBEIKwRS5D",GetNewsd,"New Delhi, India","Newsd is a new age information, curation and dissemination platform. A one-stop shop for your daily news consumption. Send your write ups to social@newsd.in",20678,167,88213,True,No Value Mentioned
