created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-06 23:10:06+00:00,"RT @viviandidi1: I vote #VivianDsena for  
#GoldQuarantineAwards in categories 
• Most Stylish Star 
• Best Quarantine Chef
• My Dream Star…",viviandidi1,India,No Value Mentioned,99,271,10568,False,"I vote #VivianDsena for  
#GoldQuarantineAwards in categories 
• Most Stylish Star 
• Best Quarantine Chef
• My Dream Star 
• Most Photogenic Star 
• Go on a date with star
• Lockdown King
• Most Energetic Star
• Fit &amp; Healthy Star 
• Home Sweet Home Star https://t.co/0eNnYtL5Bf"
2020-05-06 23:10:07+00:00,RT @GrammiesQuilt: BOSS Lady https://t.co/0gPEFWgEce,DianneInIndiana,"Indiana, USA",Trump Revolutionist #MAGA #AmericaFirst 🇺🇸 Liberal lunacy will be #BLOCKED A program has proclaimed I am a bot. Just so y'all know.😝,13692,13868,152782,False,BOSS Lady https://t.co/0gPEFWgEce
2020-05-06 23:10:08+00:00,RT @stylishtrotter: My siblings and I buried our mother today. She died due to complications from Covid-19. She was a nurse who gave her al…,Mark47Francis,"Mumbai , India","OK .... am MALE. ( for those that are confuzzled here in twitterland).
I am here to like and retweet posts which I enjoy.....NOTHING MORE !!!!",362,1190,11277,False,"My siblings and I buried our mother today. She died due to complications from Covid-19. She was a nurse who gave her all to her work.

If you see this tweet please say a prayer for my family. May her gentle soul Rest in Peace."
2020-05-06 23:10:10+00:00,"RT @ndtv: She's 35, a nation's finance minister, and a rockstar in virus crisis https://t.co/ca2isf8SkC https://t.co/wy17Eyrrhz",Azharal89730365,"Jodhpur, India",work dreem Big...💪💪💪,28,38,3655,False,"She's 35, a nation's finance minister, and a rockstar in virus crisis https://t.co/ca2isf8SkC https://t.co/wy17Eyrrhz"
2020-05-06 23:10:13+00:00,I am so sorry. This world is in a very bad place right now. Will be praying for you! https://t.co/nYZwmmzMW9,Shelleyklein67,"Indiana, USA","Wife of one, Momma of three, Memom of two. Live on a farm in Southern Indiana. Love Shefani, JD Shelburne, and country music in general.",67,267,848,False,No Value Mentioned
2020-05-06 23:10:14+00:00,"RT @RanaAyyub: Most heartbreaking story you will read on the internet today. In the anti Muslim carnage in Delhi, her father was burnt aliv…",vora_sam,"Gujarat, India",No Value Mentioned,12,185,995,False,"Most heartbreaking story you will read on the internet today. In the anti Muslim carnage in Delhi, her father was burnt alive and all she found was his burnt leg. His daughter is waiting for the last two months to give it a respectable burial.  https://t.co/safn0A0l7j"
2020-05-06 23:10:18+00:00,"RT @TimesNow: Worst hit by Coronavirus, Ahmedabad closes all shops except those selling milk and medicines.

https://t.co/hoLW4xhx6N",ex6kFRhPzNmbi7D,India,Love,318,892,34383,False,"Worst hit by Coronavirus, Ahmedabad closes all shops except those selling milk and medicines.

https://t.co/hoLW4xhx6N"
2020-05-06 23:10:21+00:00,"Lockdown should never be a reason to abstain from protesting #BeTheVoiceOfDissent Mass mailing to concerned bodies Withdraw false cases and draconian laws slapped against activists by Delhi Police.
#CloudProtest #MassMailing #CampusFront
@ArvindKejriwal @UNHumanRights @PMOIndia https://t.co/MyAwzOPzed",S__YE_D,"Bengaluru, India","BECAUSE IF WE DON'T,,,THEN WHO.?",9,224,247,False,No Value Mentioned
2020-05-06 23:10:21+00:00,"RT @bennyjohnson: WATCH White House @PressSec @KayleighMcenany BLAST the Media for pretending like they didn’t downplay the Coronavirus.

A…",LJ51751394,"Indiana, USA",I’m a veteran who believes in the Constitution of the United States,281,281,21704,False,"WATCH White House @PressSec @KayleighMcenany BLAST the Media for pretending like they didn’t downplay the Coronavirus.

Absolute Savage 🔥 https://t.co/K2v5nh1JWw"
2020-05-06 23:10:22+00:00,"Another Theory? Doctors in my timeline, do tell what you think! MMR Vaccine Likely Why COVID-19 Rarely Hitting Young According to World Organization https://t.co/oBZK3du10R",MsBiryani,"Sweden, USA & India","Vis Researcher @sasnetLund. Ed. Cerebration. Postdoc @linneuni ExLecturer @SetonHall . Mom to 3 cats and a teen, Indian by birth, American by chance. Jerseyean",1182,441,8044,False,No Value Mentioned
2020-05-06 23:10:23+00:00,"RT @NorbertElekes: JUST IN: Nigeria reports 195 new cases of coronavirus, 3,145 cases in total.

103 deaths, 534 recovered.",KTF_offl,"Karaikal, India","kkl thalapathy fans #THALAPATHY RASIGARGAL... waiting for#Bigil thalapathy dharishanam in KKL
inspire from 😍SACHIN😍 KAMAL",904,691,14339,False,"JUST IN: Nigeria reports 195 new cases of coronavirus, 3,145 cases in total.

103 deaths, 534 recovered."
2020-05-06 23:10:25+00:00,@kt_a11ee You’re immune to the corona virus if you eat Chuck E. Cheese $5 take out wings,HavanahJo_,"Indianapolis, IN",college of pajamas graduate,1668,1091,93129,False,No Value Mentioned
2020-05-06 23:10:28+00:00,"I vote #VivianDsena for  
#GoldQuarantineAwards in categories 
• Most Stylish Star 
• Best Quarantine Chef
• My Dream Star 
• Most Photogenic Star 
• Go on a date with star
• Lockdown King
• Most Energetic Star
• Fit &amp; Healthy Star 
• Home Sweet Home Star https://t.co/cZNlL4Fbp5",viviandidi1,India,No Value Mentioned,99,271,10568,False,No Value Mentioned
2020-05-06 23:10:31+00:00,RT @RanaAyyub: Priorities of the Indian govt through the pandemic. Case booked against Minorities Commission Chief on charges of sedition f…,Shahab_Rf,"Lucknow, India",Retweets Are Not Endorsement,114,229,39419,False,"Priorities of the Indian govt through the pandemic. Case booked against Minorities Commission Chief on charges of sedition for tweeting against Islamophobia. You read this right. Morality anyone ? 
https://t.co/QuMWprR4MP"
2020-05-06 23:10:31+00:00,RT @khanthefatima: Children of Tablighi Jamat members have written to the Delhi govt asking when their parents will be released. They are o…,sadaf_j,"Lucknow, India",👐Our Lives Begin To Ënd The Day We Become 'Silent' About Things That Matter.👋,391,34,50176,False,"Children of Tablighi Jamat members have written to the Delhi govt asking when their parents will be released. They are out of their heart medication, away from homes. Have been in quarantine for 35 days now despite testing negative multiple times
 https://t.co/j77DTLYpAs"
2020-05-06 23:10:31+00:00,RT @DonaldJTrumpJr: They could have saved lives but they chose to save face. Unfortunately for the world they saved neither.,sameason5,"Indianapolis, IN",veteran,27,50,12605,False,They could have saved lives but they chose to save face. Unfortunately for the world they saved neither. https://t.co/Zq5LXRyGGc
2020-05-06 23:10:33+00:00,"RT @angular: If you're running a meetup with online events during the COVID-19 quarantine, the Angular team would love to support you with…",srashtisj,"Indore, India","India 🇮🇳 | 

Hvantage Technologies |
Engineer | Developer | Angular 🐾|

Indore Technical Community | #ngIndore | #ngIndia",934,947,1850,False,"If you're running a meetup with online events during the COVID-19 quarantine, the Angular team would love to support you with speakers!

Send us details on devrel@angular.io and we'll get in touch with you."
2020-05-06 23:10:34+00:00,"RT @UttamTPCC: To fill pockets of Andhra Contractors &amp; his nephew, CM started tendering AFTER lockdown began &amp; closed them before lockdown…",JahangeerBaba12,India,Common Man,495,438,45200,False,"To fill pockets of Andhra Contractors &amp; his nephew, CM started tendering AFTER lockdown began &amp; closed them before lockdown ends! How much did he siphon off? While world reels under #COVID19, CM never forgets his commission. He doesn’t have moral authority to call others names."
